[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [7, 8, 17, 21, 28, 41] | 합계: 122
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [4, 20, 29, 30, 33, 41] | 합계: 157
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [5, 13, 14, 21, 40, 43] | 합계: 136
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [2, 12, 14, 27, 33, 40] | 합계: 128
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [7, 14, 19, 37, 39, 42] | 합계: 158
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [1, 14, 21, 25, 28, 33] | 합계: 122
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [2, 7, 14, 26, 30, 33] | 합계: 112
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [4, 7, 17, 20, 33, 38] | 합계: 119
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [7, 8, 20, 23, 43, 45] | 합계: 146
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [1, 4, 7, 22, 27, 43] | 합계: 104
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [8, 13, 23, 34, 39, 40] | 합계: 157
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [6, 8, 20, 31, 37, 39] | 합계: 141
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [4, 8, 27, 33, 34, 41] | 합계: 147
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [8, 11, 27, 32, 42, 43] | 합계: 163
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [6, 10, 17, 27, 38, 40] | 합계: 138
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [8, 13, 28, 33, 35, 45] | 합계: 162
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [8, 14, 21, 22, 26, 41] | 합계: 132
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [4, 13, 21, 28, 39, 40] | 합계: 145
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [6, 14, 27, 29, 38, 41] | 합계: 155
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [2, 13, 14, 19, 32, 34] | 합계: 114
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [6, 8, 29, 32, 38, 41] | 합계: 154
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [3, 4, 13, 19, 35, 42] | 합계: 116
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [14, 18, 19, 27, 32, 45] | 합계: 155
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [1, 14, 17, 18, 29, 41] | 합계: 120
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [6, 10, 22, 23, 29, 34] | 합계: 124
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [2, 7, 21, 29, 33, 34] | 합계: 126
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [4, 21, 25, 30, 38, 42] | 합계: 160
[2026-09-02 11:23:07] [LottoFileAnalyzer] [DEBUG] -> 분석 중인 라인: [4, 6, 17, 22, 31, 34] | 합계: 114
